Timestamp,"Throughout this course, how often have you done each of the following? [Describe the methods that you chose to solve a quantitative problem and why they were appropriate.]","Throughout this course, how often have you done each of the following? [Carried out calculations, either by hand or using software.]","Throughout this course, how often have you done each of the following? [Created a visual representation of numerical information, such as a graph, table, chart, or diagram.]","Throughout this course, how often have you done each of the following? [Described numerical information (numbers, graphs, statistics, etc.) by writing in words.]","Throughout this course, how often have you done each of the following? [Reached conclusions based on your own analysis of numerical information (numbers, graphs, statistics, etc.)]","Throughout this course, how often have you done each of the following? [Constructed a single, coherent argument using several conclusions that were each based on quantitative evidence.]","Throughout this course, how often have you done each of the following? [Decided when a solution or inference was reasonable or not reasonable in the context of a problem.]","Throughout this course, how often have you done each of the following? [Used quantitative reasoning to examine a real-world problem or issue (unemployment, climate change, public health, etc.)]",Describe how much this course has improved your general quantitative/numerical skills. ,Describe how much this course has improved your ability to apply your quantitative/numerical skills to real-world problems. ,How confident do you feel using numbers in your everyday life?,"Please give an example of a quantitative skill that you developed in this course that you feel will be important in the future (such as in a future class, workplace, or daily life).",How frequently do you... [Do calculations in your everyday life?],How frequently do you... [Encounter graphs and tables in your everyday life?],How frequently do you... [Encounter situations like those you have learned about in this course?],"Please give an example of a time when you used ""quantitative reasoning"" in your daily life."
5/9/24 13:57,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,3,,Sometimes,Infrequently,Sometimes,
5/9/24 14:04,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Moderate improvement,Minor improvement,2,,Infrequently,Infrequently,Infrequently,
5/9/24 14:13,Frequently,Frequently,Sometimes,Frequently,Sometimes,Infrequently,Frequently,Frequently,Major improvement,Major improvement,3,,Infrequently,Infrequently,Infrequently,
5/9/24 14:13,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/9/24 14:14,Frequently,Frequently,Infrequently,Infrequently,Frequently,Infrequently,Infrequently,Infrequently,Major improvement,Moderate improvement,4,,Infrequently,Never,Infrequently,
5/9/24 14:15,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Minor improvement,Moderate improvement,3,,Never,Infrequently,Never,
5/9/24 14:20,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Sometimes,Infrequently,Infrequently,Major improvement,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/9/24 14:24,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,2,,Frequently,Frequently,Frequently,
5/9/24 14:44,Sometimes,Sometimes,Sometimes,,,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Sometimes,Sometimes,
5/9/24 14:50,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Moderate improvement,Moderate improvement,4,,Never,Never,Never,
5/9/24 15:10,Sometimes,Frequently,Frequently,,Frequently,Frequently,Frequently,Sometimes,Moderate improvement,Moderate improvement,4,,Infrequently,Sometimes,Sometimes,
5/9/24 15:43,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Major improvement,Major improvement,3,,Frequently,Sometimes,Frequently,
5/9/24 16:20,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,4,,Sometimes,Infrequently,Never,
5/9/24 16:20,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,4,,Infrequently,Never,Infrequently,
5/9/24 16:30,Sometimes,Frequently,Frequently,Frequently,Frequently,Infrequently,Infrequently,Never,Moderate improvement,Minor improvement,3,,Frequently,Frequently,Infrequently,
5/9/24 16:32,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Major improvement,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/9/24 16:42,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Never,Infrequently,
5/9/24 16:43,Never,Never,Never,Never,Infrequently,Infrequently,Infrequently,Never,None,None,2,,Never,Never,Never,
5/9/24 17:17,Infrequently,Infrequently,Sometimes,Never,Infrequently,Infrequently,Infrequently,Infrequently,Minor improvement,Minor improvement,3,,,Infrequently,Infrequently,
5/9/24 18:08,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Frequently,Sometimes,
5/9/24 18:12,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Sometimes,Infrequently,Infrequently,
5/9/24 18:22,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Minor improvement,Minor improvement,4,,Sometimes,Infrequently,Sometimes,
5/9/24 18:47,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Infrequently,Infrequently,Never,
5/9/24 19:11,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Sometimes,Sometimes,Sometimes,
5/9/24 19:13,Frequently,Frequently,Frequently,Frequently,Frequently,Infrequently,Infrequently,Frequently,Moderate improvement,Major improvement,3,,Frequently,Frequently,Frequently,
5/9/24 19:13,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Frequently,Moderate improvement,Major improvement,4,,Never,Never,Never,
5/9/24 19:13,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Infrequently,Never,Moderate improvement,Minor improvement,3,,Infrequently,Infrequently,Infrequently,
5/9/24 19:14,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Infrequently,Sometimes,Sometimes,Minor improvement,Moderate improvement,4,,Frequently,Never,Never,
5/9/24 19:17,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Major improvement,Major improvement,1,,Frequently,Sometimes,Sometimes,
5/9/24 19:25,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Infrequently,Sometimes,Major improvement,Moderate improvement,4,,Sometimes,Infrequently,Infrequently,
5/9/24 19:46,Frequently,Sometimes,Frequently,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Sometimes,Sometimes,
5/9/24 20:17,Infrequently,Frequently,Infrequently,Sometimes,Infrequently,Sometimes,Infrequently,Frequently,None,Moderate improvement,4,,Sometimes,Sometimes,Sometimes,
5/9/24 20:17,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Frequently,Frequently,Frequently,
5/9/24 20:30,Infrequently,Sometimes,Infrequently,Infrequently,Infrequently,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,1,,Frequently,Sometimes,Sometimes,
5/9/24 20:44,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Frequently,Frequently,Frequently,
5/9/24 21:14,Never,Infrequently,Infrequently,Infrequently,Never,,Never,Never,Moderate improvement,Minor improvement,3,,Sometimes,Sometimes,Infrequently,
5/9/24 21:26,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Never,Never,Frequently,
5/9/24 22:32,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Frequently,Sometimes,Major improvement,Moderate improvement,4,,Frequently,Frequently,Frequently,
5/9/24 23:31,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Moderate improvement,Major improvement,3,,Sometimes,Infrequently,Sometimes,
5/9/24 23:37,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,3,,Frequently,Frequently,Sometimes,
5/9/24 23:42,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,None,Moderate improvement,3,,Sometimes,Frequently,Frequently,
5/10/24 0:34,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,None,Moderate improvement,3,,Frequently,Frequently,Frequently,
5/10/24 7:58,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,3,,Sometimes,Sometimes,Sometimes,
5/10/24 9:56,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Frequently,Sometimes,Frequently,
5/10/24 10:02,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Sometimes,Frequently,Frequently,
5/10/24 10:10,Frequently,Frequently,Sometimes,Sometimes,Frequently,Never,Infrequently,Never,Moderate improvement,Minor improvement,3,,Sometimes,Sometimes,Infrequently,
5/10/24 10:54,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Sometimes,Infrequently,Sometimes,
5/10/24 11:01,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Never,Never,
5/10/24 11:01,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Major improvement,Moderate improvement,2,,Sometimes,Sometimes,Frequently,
5/10/24 11:56,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Sometimes,Infrequently,
5/10/24 12:29,Sometimes,Frequently,Infrequently,Infrequently,Sometimes,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,4,,Frequently,Never,Infrequently,
5/10/24 13:58,Never,Never,Never,Infrequently,Never,Infrequently,Never,Infrequently,Minor improvement,Minor improvement,4,,Sometimes,Sometimes,Sometimes,
5/10/24 13:59,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,,Sometimes,Minor improvement,Moderate improvement,4,,Infrequently,Never,Never,
5/10/24 14:40,Sometimes,Infrequently,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,4,,Infrequently,Never,Never,
5/10/24 14:43,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,None,Moderate improvement,3,,Sometimes,Sometimes,Sometimes,
5/10/24 14:47,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,4,,Sometimes,Infrequently,Sometimes,
5/10/24 14:48,Sometimes,Frequently,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Never,Never,
5/10/24 15:11,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Never,Major improvement,Moderate improvement,3,,Infrequently,Sometimes,Infrequently,
5/10/24 15:15,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Sometimes,Infrequently,Sometimes,
5/10/24 15:28,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Frequently,Sometimes,Infrequently,
5/10/24 16:13,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Frequently,Infrequently,Infrequently,
5/10/24 16:33,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,3,,Infrequently,Infrequently,Infrequently,
5/10/24 17:39,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Major improvement,Major improvement,3,,Sometimes,Sometimes,Sometimes,
5/10/24 19:37,Sometimes,Frequently,Frequently,Frequently,Frequently,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Infrequently,Infrequently,
5/10/24 19:51,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Major improvement,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/10/24 20:27,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,3,,Sometimes,Frequently,Sometimes,
5/10/24 20:35,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,None,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/10/24 20:36,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,4,,Frequently,Frequently,Frequently,
5/10/24 21:04,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Never,None,Minor improvement,4,,Sometimes,Frequently,Infrequently,
5/10/24 21:09,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,3,,Sometimes,Frequently,Sometimes,
5/10/24 21:23,Sometimes,Infrequently,Infrequently,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Infrequently,Infrequently,Infrequently,
5/10/24 23:11,Frequently,Frequently,Sometimes,Frequently,Frequently,Infrequently,Frequently,Never,Major improvement,Moderate improvement,3,,Sometimes,Never,Never,
5/10/24 23:16,Sometimes,Frequently,Frequently,Frequently,Infrequently,Sometimes,Infrequently,Never,Moderate improvement,Minor improvement,3,,Sometimes,Infrequently,Never,
5/10/24 23:28,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,1,,Frequently,Sometimes,Sometimes,
5/10/24 23:38,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,4,,Sometimes,Frequently,Sometimes,
5/10/24 23:43,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Moderate improvement,Moderate improvement,3,,Frequently,Sometimes,Frequently,
5/10/24 23:56,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Moderate improvement,Major improvement,3,,Frequently,Sometimes,Sometimes,
5/11/24 0:12,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Frequently,Frequently,Frequently,
5/11/24 13:01,Never,Infrequently,Never,Never,Sometimes,,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Infrequently,Infrequently,
5/11/24 13:33,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Infrequently,Frequently,Moderate improvement,Major improvement,3,,Infrequently,Infrequently,Infrequently,
5/11/24 13:59,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,3,,Sometimes,Sometimes,Sometimes,
5/11/24 23:31,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,4,,Sometimes,Infrequently,Sometimes,
5/12/24 7:45,Frequently,Never,Frequently,Frequently,Frequently,Sometimes,Frequently,Never,Moderate improvement,Minor improvement,2,,Frequently,Never,Never,
5/12/24 10:39,,Infrequently,Sometimes,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Frequently,Frequently,Frequently,
5/12/24 11:54,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Major improvement,Moderate improvement,,,Sometimes,Frequently,Sometimes,
5/12/24 14:26,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Major improvement,Major improvement,1,,Sometimes,Infrequently,Infrequently,
5/12/24 16:35,Sometimes,Frequently,Frequently,Frequently,Frequently,Infrequently,Frequently,Never,Major improvement,Moderate improvement,3,,Frequently,Infrequently,Infrequently,
5/12/24 17:44,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Infrequently,Infrequently,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Sometimes,Sometimes,
5/12/24 21:05,Sometimes,Infrequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Sometimes,Sometimes,Frequently,
5/12/24 21:22,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Infrequently,Infrequently,Infrequently,
5/12/24 21:27,Sometimes,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Infrequently,Sometimes,Infrequently,
5/12/24 22:04,Sometimes,Frequently,Sometimes,Frequently,Frequently,Infrequently,Infrequently,Sometimes,Moderate improvement,Moderate improvement,3,,Never,Infrequently,Infrequently,
5/12/24 22:11,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Moderate improvement,Minor improvement,,,Sometimes,Sometimes,Sometimes,
5/12/24 22:30,Never,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Never,Moderate improvement,Minor improvement,3,,Infrequently,Infrequently,Never,
5/12/24 23:39,Never,Sometimes,Sometimes,Sometimes,Infrequently,Never,Infrequently,Infrequently,None,Minor improvement,3,,Infrequently,Never,Never,
5/12/24 23:49,,Sometimes,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Moderate improvement,Minor improvement,3,,Frequently,Infrequently,Infrequently,
5/13/24 13:45,Infrequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Major improvement,Moderate improvement,4,,Infrequently,Sometimes,Infrequently,
5/13/24 14:44,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Infrequently,Infrequently,
5/13/24 15:09,Infrequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,4,,Sometimes,Infrequently,Infrequently,
5/13/24 15:48,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Infrequently,Never,Never,Minor improvement,None,4,,Sometimes,Sometimes,Sometimes,
5/13/24 18:14,Infrequently,Sometimes,Infrequently,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Minor improvement,Moderate improvement,3,,Never,Infrequently,Never,
5/13/24 21:08,Infrequently,Frequently,Frequently,Sometimes,Sometimes,Never,Sometimes,Infrequently,Minor improvement,Minor improvement,4,,Never,Infrequently,Never,
5/13/24 21:56,Never,Infrequently,Sometimes,Infrequently,Sometimes,Infrequently,Sometimes,Infrequently,None,Minor improvement,3,,Sometimes,Infrequently,Infrequently,
5/14/24 8:24,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Sometimes,Sometimes,Sometimes,
5/14/24 8:26,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,4,,Frequently,Frequently,Sometimes,
5/14/24 9:04,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Infrequently,Minor improvement,Minor improvement,2,,Sometimes,Sometimes,Infrequently,
5/14/24 17:35,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Sometimes,Infrequently,Infrequently,
5/14/24 19:08,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Moderate improvement,Minor improvement,4,,Sometimes,Never,Never,
5/14/24 22:11,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Frequently,Frequently,Frequently,
5/14/24 22:17,Sometimes,Infrequently,Frequently,Frequently,Sometimes,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,2,,Sometimes,Sometimes,Infrequently,
5/14/24 22:36,Infrequently,Sometimes,Sometimes,Infrequently,Sometimes,Infrequently,Never,Never,Minor improvement,None,2,,Frequently,Sometimes,Infrequently,
5/14/24 23:22,Sometimes,Frequently,Frequently,Infrequently,Sometimes,Never,Never,Infrequently,Moderate improvement,Minor improvement,3,,Frequently,Sometimes,Infrequently,
5/15/24 19:37,Infrequently,Sometimes,Never,Never,,Never,Infrequently,Never,Minor improvement,None,3,,Infrequently,Infrequently,Never,
5/16/24 0:14,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Infrequently,Sometimes,Sometimes,Moderate improvement,Moderate improvement,3,,Frequently,Infrequently,Sometimes,
5/16/24 11:43,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Infrequently,Infrequently,Moderate improvement,Minor improvement,4,,Frequently,Frequently,Infrequently,
5/16/24 11:49,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Infrequently,Moderate improvement,Minor improvement,3,,Frequently,Sometimes,Infrequently,
5/16/24 13:01,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Infrequently,Moderate improvement,Minor improvement,3,,Infrequently,Sometimes,Never,
5/16/24 13:04,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Moderate improvement,Moderate improvement,4,,Frequently,Sometimes,Sometimes,
5/16/24 16:04,Sometimes,Infrequently,Sometimes,Infrequently,Frequently,Frequently,Sometimes,Never,None,None,3,,Frequently,Infrequently,Never,
5/16/24 20:42,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate improvement,Major improvement,4,,Sometimes,Infrequently,Infrequently,
5/16/24 23:18,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Major improvement,Major improvement,3,,Frequently,Frequently,Frequently,
5/16/24 23:25,Sometimes,Frequently,Frequently,Frequently,Sometimes,Never,Sometimes,Never,Minor improvement,None,3,,Sometimes,Infrequently,Never,